index,period_day,DIANOM-I,DIA-I,Month-I,high_season,TIPOVUELO,Emp-I,Des-I,delay_15
64659,morning,Thursday,7,12,0,N,LAN,SCFA,0
64661,morning,Tuesday,12,12,0,N,LAN,SCFA,0
64662,morning,Wednesday,13,12,0,N,LAN,SCFA,0
64663,morning,Tuesday,19,12,1,N,LAN,SCFA,0
64664,morning,Wednesday,20,12,1,N,LAN,SCFA,0
64668,morning,Wednesday,27,12,1,N,LAN,SCFA,0
64669,morning,Thursday,28,12,1,N,LAN,SCFA,0
64670,morning,Friday,29,12,1,N,LAN,SCFA,0
64674,morning,Tuesday,5,12,0,N,LAN,SCFA,0
64675,morning,Wednesday,6,12,0,N,LAN,SCFA,0
64676,morning,Thursday,7,12,0,N,LAN,SCFA,0
64677,morning,Friday,8,12,0,N,LAN,SCFA,0
64678,morning,Monday,11,12,0,N,LAN,SCFA,0
64679,morning,Tuesday,12,12,0,N,LAN,SCFA,0
64682,morning,Friday,15,12,1,N,LAN,SCFA,0
64683,morning,Monday,18,12,1,N,LAN,SCFA,0
64685,morning,Wednesday,20,12,1,N,LAN,SCFA,0
64686,morning,Thursday,21,12,1,N,LAN,SCFA,0
64687,morning,Friday,22,12,1,N,LAN,SCFA,0
64688,morning,Sunday,24,12,1,N,LAN,SCFA,0
64689,morning,Monday,25,12,1,N,LAN,SCFA,0
64690,morning,Tuesday,26,12,1,N,LAN,SCFA,0
64691,morning,Wednesday,27,12,1,N,LAN,SCFA,0
64695,night,Monday,4,12,0,N,LAN,SCFA,0
64697,night,Monday,18,12,1,N,LAN,SCFA,0
64699,afternoon,Sunday,3,12,0,N,LAN,SCFA,0
64701,afternoon,Sunday,10,12,0,N,LAN,SCFA,0
64702,morning,Monday,11,12,0,N,LAN,SCFA,0
64704,morning,Monday,18,12,1,N,LAN,SCFA,0
64705,afternoon,Sunday,24,12,1,N,LAN,SCFA,0
64706,morning,Monday,25,12,1,N,LAN,SCFA,0
64707,afternoon,Sunday,31,12,1,N,LAN,SCFA,0
64708,afternoon,Friday,1,12,0,N,LAN,SCFA,0
64709,afternoon,Sunday,3,12,0,N,LAN,SCFA,0
64710,afternoon,Monday,4,12,0,N,LAN,SCFA,0
64712,afternoon,Thursday,7,12,0,N,LAN,SCFA,0
64714,afternoon,Sunday,10,12,0,N,LAN,SCFA,0
64716,afternoon,Wednesday,13,12,0,N,LAN,SCFA,0
64717,afternoon,Friday,15,12,1,N,LAN,SCFA,0
64718,afternoon,Sunday,17,12,1,N,LAN,SCFA,0
64719,afternoon,Monday,18,12,1,N,LAN,SCFA,0
64720,afternoon,Wednesday,20,12,1,N,LAN,SCFA,0
64723,afternoon,Sunday,24,12,1,N,LAN,SCFA,0
64724,afternoon,Monday,25,12,1,N,LAN,SCFA,0
64725,afternoon,Tuesday,26,12,1,N,LAN,SCFA,0
64727,afternoon,Thursday,28,12,1,N,LAN,SCFA,0
64728,afternoon,Friday,29,12,1,N,LAN,SCFA,0
64729,afternoon,Friday,1,12,0,N,LAN,SCFA,0
64731,afternoon,Monday,4,12,0,N,LAN,SCFA,0
64733,afternoon,Thursday,7,12,0,N,LAN,SCFA,0
64734,afternoon,Friday,8,12,0,N,LAN,SCFA,0
64735,afternoon,Saturday,9,12,0,N,LAN,SCFA,0
64736,afternoon,Monday,11,12,0,N,LAN,SCFA,0
64737,afternoon,Wednesday,13,12,0,N,LAN,SCFA,0
64738,afternoon,Thursday,14,12,0,N,LAN,SCFA,0
64739,afternoon,Saturday,16,12,1,N,LAN,SCFA,0
64740,afternoon,Monday,18,12,1,N,LAN,SCFA,0
64741,afternoon,Wednesday,20,12,1,N,LAN,SCFA,0
64742,afternoon,Thursday,21,12,1,N,LAN,SCFA,0
64744,afternoon,Saturday,23,12,1,N,LAN,SCFA,0
64745,afternoon,Monday,25,12,1,N,LAN,SCFA,0
64748,afternoon,Friday,29,12,1,N,LAN,SCFA,0
64749,afternoon,Saturday,30,12,1,N,LAN,SCFA,0
64750,afternoon,Friday,1,12,0,N,LAN,SCFA,0
64751,afternoon,Saturday,2,12,0,N,LAN,SCFA,0
64752,afternoon,Sunday,3,12,0,N,LAN,SCFA,0
64753,afternoon,Monday,4,12,0,N,LAN,SCFA,0
64755,afternoon,Wednesday,6,12,0,N,LAN,SCFA,0
64757,afternoon,Friday,8,12,0,N,LAN,SCFA,0
64758,afternoon,Saturday,9,12,0,N,LAN,SCFA,0
64759,afternoon,Sunday,10,12,0,N,LAN,SCFA,0
64761,afternoon,Tuesday,12,12,0,N,LAN,SCFA,0
64764,afternoon,Friday,15,12,1,N,LAN,SCFA,0
64765,afternoon,Saturday,16,12,1,N,LAN,SCFA,0
64766,afternoon,Sunday,17,12,1,N,LAN,SCFA,0
64768,afternoon,Tuesday,19,12,1,N,LAN,SCFA,0
64769,afternoon,Wednesday,20,12,1,N,LAN,SCFA,0
64771,afternoon,Friday,22,12,1,N,LAN,SCFA,0
64772,afternoon,Saturday,23,12,1,N,LAN,SCFA,0
64773,afternoon,Sunday,24,12,1,N,LAN,SCFA,0
64775,afternoon,Tuesday,26,12,1,N,LAN,SCFA,0
64776,afternoon,Wednesday,27,12,1,N,LAN,SCFA,0
64779,afternoon,Saturday,30,12,1,N,LAN,SCFA,0
64781,night,Tuesday,5,12,0,N,LAN,SCCF,0
64782,night,Wednesday,6,12,0,N,LAN,SCCF,0
64783,night,Monday,11,12,0,N,LAN,SCCF,0
64785,night,Wednesday,13,12,0,N,LAN,SCCF,0
64786,night,Monday,18,12,1,N,LAN,SCCF,0
64787,night,Tuesday,19,12,1,N,LAN,SCCF,0
64788,night,Wednesday,20,12,1,N,LAN,SCCF,0
64789,night,Tuesday,26,12,1,N,LAN,SCCF,0
64790,night,Wednesday,27,12,1,N,LAN,SCCF,0
64791,morning,Monday,4,12,0,N,LAN,SCCF,0
64792,morning,Monday,11,12,0,N,LAN,SCCF,0
64793,morning,Monday,18,12,1,N,LAN,SCCF,0
64794,morning,Tuesday,26,12,1,N,LAN,SCCF,0
64795,morning,Friday,1,12,0,N,LAN,SCCF,0
64796,morning,Saturday,2,12,0,N,LAN,SCCF,0
64799,morning,Wednesday,6,12,0,N,LAN,SCCF,0
64802,morning,Saturday,9,12,0,N,LAN,SCCF,0
64803,morning,Monday,11,12,0,N,LAN,SCCF,0
64804,morning,Tuesday,12,12,0,N,LAN,SCCF,0
64805,morning,Wednesday,13,12,0,N,LAN,SCCF,0
64807,morning,Friday,15,12,1,N,LAN,SCCF,0
64808,morning,Saturday,16,12,1,N,LAN,SCCF,0
64809,morning,Monday,18,12,1,N,LAN,SCCF,0
64811,morning,Wednesday,20,12,1,N,LAN,SCCF,0
64812,morning,Thursday,21,12,1,N,LAN,SCCF,0
64813,morning,Friday,22,12,1,N,LAN,SCCF,0
64814,morning,Saturday,23,12,1,N,LAN,SCCF,0
64815,morning,Monday,25,12,1,N,LAN,SCCF,0
64816,morning,Tuesday,26,12,1,N,LAN,SCCF,0
64817,morning,Thursday,28,12,1,N,LAN,SCCF,0
64818,morning,Friday,29,12,1,N,LAN,SCCF,0
64819,morning,Saturday,30,12,1,N,LAN,SCCF,0
64820,morning,Monday,4,12,0,N,LAN,SCCF,0
64821,morning,Tuesday,5,12,0,N,LAN,SCCF,0
64822,morning,Saturday,9,12,0,N,LAN,SCCF,0
64823,morning,Monday,11,12,0,N,LAN,SCCF,0
64824,morning,Tuesday,12,12,0,N,LAN,SCCF,0
64825,morning,Tuesday,19,12,1,N,LAN,SCCF,0
64826,morning,Tuesday,26,12,1,N,LAN,SCCF,0
64827,morning,Saturday,2,12,0,N,LAN,SCCF,0
64828,morning,Monday,4,12,0,N,LAN,SCCF,0
64830,morning,Saturday,9,12,0,N,LAN,SCCF,0
64831,morning,Monday,11,12,0,N,LAN,SCCF,0
64832,morning,Wednesday,13,12,0,N,LAN,SCCF,0
64833,morning,Monday,18,12,1,N,LAN,SCCF,0
64837,morning,Wednesday,27,12,1,N,LAN,SCCF,0
64838,morning,Saturday,30,12,1,N,LAN,SCCF,0
64839,morning,Friday,1,12,0,N,LAN,SCCF,0
64840,morning,Sunday,3,12,0,N,LAN,SCCF,0
64841,morning,Monday,4,12,0,N,LAN,SCCF,0
64842,morning,Tuesday,5,12,0,N,LAN,SCCF,0
64843,morning,Wednesday,6,12,0,N,LAN,SCCF,0
64845,morning,Sunday,10,12,0,N,LAN,SCCF,0
64847,morning,Tuesday,12,12,0,N,LAN,SCCF,0
64848,morning,Friday,15,12,1,N,LAN,SCCF,0
64850,morning,Monday,18,12,1,N,LAN,SCCF,0
64851,morning,Tuesday,19,12,1,N,LAN,SCCF,0
64852,morning,Wednesday,20,12,1,N,LAN,SCCF,0
64853,morning,Thursday,21,12,1,N,LAN,SCCF,0
64854,morning,Friday,22,12,1,N,LAN,SCCF,0
64856,morning,Monday,25,12,1,N,LAN,SCCF,0
64858,morning,Wednesday,27,12,1,N,LAN,SCCF,0
64859,morning,Thursday,28,12,1,N,LAN,SCCF,0
64860,morning,Friday,29,12,1,N,LAN,SCCF,0
64861,morning,Sunday,31,12,1,N,LAN,SCCF,0
64862,morning,Monday,4,12,0,N,LAN,SCCF,0
64864,morning,Monday,11,12,0,N,LAN,SCCF,0
64865,morning,Tuesday,12,12,0,N,LAN,SCCF,0
64867,morning,Tuesday,19,12,1,N,LAN,SCCF,0
64868,morning,Monday,25,12,1,N,LAN,SCCF,0
64869,morning,Tuesday,26,12,1,N,LAN,SCCF,0
64870,afternoon,Friday,1,12,0,N,LAN,SCSE,0
64871,afternoon,Thursday,7,12,0,N,LAN,SCSE,0
64873,afternoon,Thursday,14,12,0,N,LAN,SCSE,0
64879,afternoon,Monday,4,12,0,N,LAN,SCCF,0
64880,afternoon,Tuesday,5,12,0,N,LAN,SCCF,0
64881,afternoon,Wednesday,6,12,0,N,LAN,SCCF,0
64883,afternoon,Monday,11,12,0,N,LAN,SCCF,0
64884,afternoon,Tuesday,12,12,0,N,LAN,SCCF,0
64885,afternoon,Wednesday,13,12,0,N,LAN,SCCF,0
64886,afternoon,Thursday,14,12,0,N,LAN,SCCF,0
64888,afternoon,Tuesday,19,12,1,N,LAN,SCCF,0
64889,afternoon,Wednesday,20,12,1,N,LAN,SCCF,0
64890,afternoon,Thursday,21,12,1,N,LAN,SCCF,0
64891,afternoon,Monday,25,12,1,N,LAN,SCCF,0
64894,afternoon,Thursday,28,12,1,N,LAN,SCCF,0
64895,afternoon,Friday,1,12,0,N,LAN,SCCF,0
64897,afternoon,Sunday,3,12,0,N,LAN,SCCF,0
64898,afternoon,Monday,4,12,0,N,LAN,SCCF,0
64901,afternoon,Thursday,7,12,0,N,LAN,SCCF,0
64902,afternoon,Friday,8,12,0,N,LAN,SCCF,0
64903,afternoon,Saturday,9,12,0,N,LAN,SCCF,0
64907,afternoon,Wednesday,13,12,0,N,LAN,SCCF,0
64908,afternoon,Thursday,14,12,0,N,LAN,SCCF,0
64910,afternoon,Saturday,16,12,1,N,LAN,SCCF,0
64911,afternoon,Sunday,17,12,1,N,LAN,SCCF,0
64912,afternoon,Monday,18,12,1,N,LAN,SCCF,0
64913,afternoon,Tuesday,19,12,1,N,LAN,SCCF,0
64914,afternoon,Wednesday,20,12,1,N,LAN,SCCF,0
64917,afternoon,Saturday,23,12,1,N,LAN,SCCF,0
64919,afternoon,Monday,25,12,1,N,LAN,SCCF,0
64920,afternoon,Tuesday,26,12,1,N,LAN,SCCF,0
64921,afternoon,Wednesday,27,12,1,N,LAN,SCCF,0
64922,afternoon,Thursday,28,12,1,N,LAN,SCCF,0
64923,afternoon,Friday,29,12,1,N,LAN,SCCF,0
64924,afternoon,Saturday,30,12,1,N,LAN,SCCF,0
64926,afternoon,Friday,1,12,0,N,LAN,SCCF,0
64927,afternoon,Sunday,3,12,0,N,LAN,SCCF,0
64928,afternoon,Tuesday,5,12,0,N,LAN,SCCF,0
64929,afternoon,Wednesday,6,12,0,N,LAN,SCCF,0
64930,afternoon,Thursday,7,12,0,N,LAN,SCCF,0
64932,afternoon,Sunday,10,12,0,N,LAN,SCCF,0
64933,afternoon,Tuesday,12,12,0,N,LAN,SCCF,0
64934,afternoon,Wednesday,13,12,0,N,LAN,SCCF,0
64935,afternoon,Thursday,14,12,0,N,LAN,SCCF,0
64937,afternoon,Sunday,17,12,1,N,LAN,SCCF,0
64939,afternoon,Wednesday,20,12,1,N,LAN,SCCF,0
64941,afternoon,Friday,22,12,1,N,LAN,SCCF,0
64942,afternoon,Sunday,24,12,1,N,LAN,SCCF,0
64943,afternoon,Tuesday,26,12,1,N,LAN,SCCF,0
64944,afternoon,Wednesday,27,12,1,N,LAN,SCCF,0
64945,afternoon,Thursday,28,12,1,N,LAN,SCCF,0
64946,afternoon,Friday,29,12,1,N,LAN,SCCF,0
64947,afternoon,Sunday,31,12,1,N,LAN,SCCF,0
64948,morning,Friday,1,12,0,N,LAN,SCDA,0
64950,morning,Sunday,3,12,0,N,LAN,SCDA,0
64951,morning,Tuesday,5,12,0,N,LAN,SCDA,0
64952,morning,Thursday,7,12,0,N,LAN,SCDA,0
64953,morning,Sunday,10,12,0,N,LAN,SCDA,0
64954,morning,Monday,11,12,0,N,LAN,SCDA,0
64958,morning,Saturday,16,12,1,N,LAN,SCDA,0
64959,morning,Sunday,17,12,1,N,LAN,SCDA,0
64960,morning,Monday,18,12,1,N,LAN,SCDA,0
64961,morning,Thursday,21,12,1,N,LAN,SCDA,0
64962,morning,Friday,22,12,1,N,LAN,SCDA,0
64963,morning,Saturday,23,12,1,N,LAN,SCDA,0
64964,morning,Monday,25,12,1,N,LAN,SCDA,0
64965,morning,Tuesday,26,12,1,N,LAN,SCDA,0
64966,morning,Thursday,28,12,1,N,LAN,SCDA,0
64967,morning,Friday,29,12,1,N,LAN,SCDA,0
64968,morning,Saturday,30,12,1,N,LAN,SCDA,0
64970,morning,Saturday,2,12,0,N,LAN,SCDA,0
64971,morning,Sunday,3,12,0,N,LAN,SCDA,0
64972,morning,Monday,4,12,0,N,LAN,SCDA,0
64973,morning,Tuesday,5,12,0,N,LAN,SCDA,0
64975,morning,Thursday,7,12,0,N,LAN,SCDA,0
64977,morning,Saturday,9,12,0,N,LAN,SCDA,0
64979,morning,Monday,11,12,0,N,LAN,SCDA,0
64980,morning,Tuesday,12,12,0,N,LAN,SCDA,0
64981,morning,Wednesday,13,12,0,N,LAN,SCDA,0
64983,morning,Friday,15,12,1,N,LAN,SCDA,0
64984,morning,Saturday,16,12,1,N,LAN,SCDA,0
64985,morning,Sunday,17,12,1,N,LAN,SCDA,0
64986,morning,Monday,18,12,1,N,LAN,SCDA,0
64988,morning,Wednesday,20,12,1,N,LAN,SCDA,0
64989,morning,Thursday,21,12,1,N,LAN,SCDA,0
64990,morning,Friday,22,12,1,N,LAN,SCDA,0
64992,morning,Sunday,24,12,1,N,LAN,SCDA,0
64993,morning,Monday,25,12,1,N,LAN,SCDA,0
64995,morning,Wednesday,27,12,1,N,LAN,SCDA,0
64996,morning,Thursday,28,12,1,N,LAN,SCDA,0
64997,morning,Friday,29,12,1,N,LAN,SCDA,0
65000,morning,Friday,1,12,0,N,LAN,SCDA,0
65001,morning,Saturday,2,12,0,N,LAN,SCDA,0
65002,morning,Sunday,3,12,0,N,LAN,SCDA,0
65003,afternoon,Monday,4,12,0,N,LAN,SCDA,0
65004,morning,Tuesday,5,12,0,N,LAN,SCDA,0
65005,afternoon,Wednesday,6,12,0,N,LAN,SCDA,0
65008,morning,Saturday,9,12,0,N,LAN,SCDA,0
65009,morning,Sunday,10,12,0,N,LAN,SCDA,0
65018,morning,Tuesday,19,12,1,N,LAN,SCDA,0
65021,night,Friday,22,12,1,N,LAN,SCDA,0
65022,morning,Saturday,23,12,1,N,LAN,SCDA,0
65023,morning,Sunday,24,12,1,N,LAN,SCDA,0
65026,afternoon,Wednesday,27,12,1,N,LAN,SCDA,0
65032,afternoon,Monday,11,12,0,N,LAN,SCDA,0
65034,afternoon,Monday,18,12,1,N,LAN,SCDA,0
65036,afternoon,Monday,25,12,1,N,LAN,SCDA,0
65038,afternoon,Saturday,2,12,0,N,LAN,SCDA,0
65039,afternoon,Sunday,3,12,0,N,LAN,SCDA,0
65040,afternoon,Monday,4,12,0,N,LAN,SCDA,0
65041,afternoon,Tuesday,5,12,0,N,LAN,SCDA,0
65042,afternoon,Wednesday,6,12,0,N,LAN,SCDA,0
65043,afternoon,Thursday,7,12,0,N,LAN,SCDA,0
65044,afternoon,Saturday,9,12,0,N,LAN,SCDA,0
65046,afternoon,Monday,11,12,0,N,LAN,SCDA,0
65047,afternoon,Tuesday,12,12,0,N,LAN,SCDA,0
65050,afternoon,Friday,15,12,1,N,LAN,SCDA,0
65052,afternoon,Sunday,17,12,1,N,LAN,SCDA,0
65054,afternoon,Tuesday,19,12,1,N,LAN,SCDA,0
65055,afternoon,Wednesday,20,12,1,N,LAN,SCDA,0
65059,afternoon,Sunday,24,12,1,N,LAN,SCDA,0
65060,afternoon,Monday,25,12,1,N,LAN,SCDA,0
65063,afternoon,Thursday,28,12,1,N,LAN,SCDA,0
65065,afternoon,Saturday,30,12,1,N,LAN,SCDA,0
65066,afternoon,Sunday,31,12,1,N,LAN,SCDA,0
65069,afternoon,Wednesday,6,12,0,N,LAN,SCDA,0
65070,night,Friday,8,12,0,N,LAN,SCDA,0
65072,afternoon,Wednesday,13,12,0,N,LAN,SCDA,0
65073,night,Friday,15,12,1,N,LAN,SCDA,0
65074,afternoon,Sunday,17,12,1,N,LAN,SCDA,0
65075,afternoon,Wednesday,20,12,1,N,LAN,SCDA,0
65077,afternoon,Sunday,24,12,1,N,LAN,SCDA,0
65078,afternoon,Wednesday,27,12,1,N,LAN,SCDA,0
65079,night,Friday,29,12,1,N,LAN,SCDA,0
65080,afternoon,Sunday,31,12,1,N,LAN,SCDA,0
65081,night,Monday,4,12,0,N,LAN,SCDA,0
65083,night,Monday,11,12,0,N,LAN,SCDA,0
65084,night,Tuesday,12,12,0,N,LAN,SCDA,0
65085,night,Monday,18,12,1,N,LAN,SCDA,0
65086,night,Tuesday,19,12,1,N,LAN,SCDA,0
65087,night,Monday,25,12,1,N,LAN,SCDA,0
65092,night,Thursday,7,12,0,N,LAN,SCDA,0
65095,night,Monday,11,12,0,N,LAN,SCDA,0
65096,night,Wednesday,13,12,0,N,LAN,SCDA,0
65097,night,Thursday,14,12,0,N,LAN,SCDA,0
65098,night,Friday,15,12,1,N,LAN,SCDA,0
65101,night,Wednesday,20,12,1,N,LAN,SCDA,0
65102,night,Thursday,21,12,1,N,LAN,SCDA,0
65103,night,Friday,22,12,1,N,LAN,SCDA,0
65105,night,Thursday,28,12,1,N,LAN,SCDA,0
65106,night,Friday,29,12,1,N,LAN,SCDA,0
65107,night,Friday,8,12,0,N,LAN,SCAR,0
65109,night,Friday,29,12,1,N,LAN,SCAR,0
65110,night,Friday,1,12,0,N,LAN,SCAR,0
65111,night,Sunday,3,12,0,N,LAN,SCAR,0
65112,afternoon,Monday,4,12,0,N,LAN,SCAR,0
65114,night,Friday,8,12,0,N,LAN,SCAR,0
65115,night,Sunday,10,12,0,N,LAN,SCAR,0
65116,afternoon,Monday,11,12,0,N,LAN,SCAR,0
65117,night,Wednesday,13,12,0,N,LAN,SCAR,0
65118,night,Friday,15,12,1,N,LAN,SCAR,0
65119,night,Sunday,17,12,1,N,LAN,SCAR,0
65121,night,Wednesday,20,12,1,N,LAN,SCAR,0
65123,afternoon,Sunday,24,12,1,N,LAN,SCAR,0
65124,afternoon,Monday,25,12,1,N,LAN,SCAR,0
65125,night,Friday,29,12,1,N,LAN,SCAR,0
65126,afternoon,Sunday,31,12,1,N,LAN,SCAR,0
65127,morning,Monday,4,12,0,N,LAN,SCIE,0
65128,morning,Tuesday,5,12,0,N,LAN,SCIE,0
65129,morning,Wednesday,6,12,0,N,LAN,SCIE,0
65130,morning,Thursday,7,12,0,N,LAN,SCIE,0
65131,morning,Monday,11,12,0,N,LAN,SCIE,0
65133,morning,Wednesday,13,12,0,N,LAN,SCIE,0
65134,morning,Thursday,14,12,0,N,LAN,SCIE,0
65137,morning,Wednesday,20,12,1,N,LAN,SCIE,0
65138,morning,Thursday,21,12,1,N,LAN,SCIE,0
65140,morning,Wednesday,27,12,1,N,LAN,SCIE,0
65141,morning,Thursday,28,12,1,N,LAN,SCIE,0
65143,morning,Saturday,2,12,0,N,LAN,SCIE,0
65144,morning,Sunday,3,12,0,N,LAN,SCIE,0
65145,morning,Monday,4,12,0,N,LAN,SCIE,0
65146,morning,Tuesday,5,12,0,N,LAN,SCIE,0
65147,morning,Wednesday,6,12,0,N,LAN,SCIE,0
65148,morning,Thursday,7,12,0,N,LAN,SCIE,0
65149,morning,Saturday,9,12,0,N,LAN,SCIE,0
65150,morning,Sunday,10,12,0,N,LAN,SCIE,0
65151,morning,Monday,11,12,0,N,LAN,SCIE,0
65153,morning,Wednesday,13,12,0,N,LAN,SCIE,0
65155,morning,Friday,15,12,1,N,LAN,SCIE,0
65156,morning,Saturday,16,12,1,N,LAN,SCIE,0
65157,morning,Sunday,17,12,1,N,LAN,SCIE,0
65159,morning,Tuesday,19,12,1,N,LAN,SCIE,0
65161,morning,Friday,22,12,1,N,LAN,SCIE,0
65162,morning,Saturday,23,12,1,N,LAN,SCIE,0
65164,morning,Monday,25,12,1,N,LAN,SCIE,0
65165,morning,Tuesday,26,12,1,N,LAN,SCIE,0
65169,morning,Sunday,31,12,1,N,LAN,SCIE,0
65170,morning,Friday,1,12,0,N,LAN,SCIE,0
65171,morning,Monday,4,12,0,N,LAN,SCIE,0
65172,morning,Tuesday,5,12,0,N,LAN,SCIE,0
65173,morning,Wednesday,6,12,0,N,LAN,SCIE,0
65174,morning,Monday,11,12,0,N,LAN,SCIE,0
65176,morning,Wednesday,13,12,0,N,LAN,SCIE,0
65180,morning,Wednesday,20,12,1,N,LAN,SCIE,0
65181,morning,Friday,22,12,1,N,LAN,SCIE,0
65182,morning,Saturday,23,12,1,N,LAN,SCIE,0
65183,morning,Monday,25,12,1,N,LAN,SCIE,0
65184,morning,Wednesday,27,12,1,N,LAN,SCIE,0
65186,morning,Saturday,2,12,0,N,LAN,SCIE,0
65187,afternoon,Sunday,3,12,0,N,LAN,SCIE,0
65188,morning,Monday,4,12,0,N,LAN,SCIE,0
65189,afternoon,Tuesday,5,12,0,N,LAN,SCIE,0
65191,afternoon,Sunday,10,12,0,N,LAN,SCIE,0
65192,morning,Monday,11,12,0,N,LAN,SCIE,0
65194,morning,Wednesday,13,12,0,N,LAN,SCIE,0
65195,morning,Saturday,16,12,1,N,LAN,SCIE,0
65196,afternoon,Sunday,17,12,1,N,LAN,SCIE,0
65197,morning,Monday,18,12,1,N,LAN,SCIE,0
65198,afternoon,Tuesday,19,12,1,N,LAN,SCIE,0
65199,afternoon,Sunday,24,12,1,N,LAN,SCIE,0
65200,morning,Monday,25,12,1,N,LAN,SCIE,0
65202,afternoon,Sunday,31,12,1,N,LAN,SCIE,0
65203,afternoon,Friday,1,12,0,N,LAN,SCIE,0
65204,afternoon,Sunday,3,12,0,N,LAN,SCIE,0
65205,afternoon,Monday,4,12,0,N,LAN,SCIE,0
65206,afternoon,Tuesday,5,12,0,N,LAN,SCIE,0
65208,afternoon,Sunday,10,12,0,N,LAN,SCIE,0
65209,afternoon,Monday,11,12,0,N,LAN,SCIE,0
65211,afternoon,Wednesday,13,12,0,N,LAN,SCIE,0
65216,afternoon,Wednesday,20,12,1,N,LAN,SCIE,0
65218,afternoon,Sunday,24,12,1,N,LAN,SCIE,0
65219,afternoon,Monday,25,12,1,N,LAN,SCIE,0
65220,afternoon,Tuesday,26,12,1,N,LAN,SCIE,0
65221,afternoon,Wednesday,27,12,1,N,LAN,SCIE,0
65223,afternoon,Sunday,31,12,1,N,LAN,SCIE,0
65224,afternoon,Friday,1,12,0,N,LAN,SCIE,0
65225,afternoon,Saturday,2,12,0,N,LAN,SCIE,0
65226,afternoon,Sunday,3,12,0,N,LAN,SCIE,0
65227,afternoon,Monday,4,12,0,N,LAN,SCIE,0
65228,afternoon,Tuesday,5,12,0,N,LAN,SCIE,0
65230,morning,Thursday,7,12,0,N,LAN,SCIE,0
65231,afternoon,Friday,8,12,0,N,LAN,SCIE,0
65233,afternoon,Sunday,10,12,0,N,LAN,SCIE,0
65234,afternoon,Monday,11,12,0,N,LAN,SCIE,0
65235,afternoon,Tuesday,12,12,0,N,LAN,SCIE,0
65236,afternoon,Wednesday,13,12,0,N,LAN,SCIE,0
65239,afternoon,Saturday,16,12,1,N,LAN,SCIE,0
65241,afternoon,Tuesday,19,12,1,N,LAN,SCIE,0
65242,afternoon,Wednesday,20,12,1,N,LAN,SCIE,0
65243,morning,Thursday,21,12,1,N,LAN,SCIE,0
65246,afternoon,Monday,25,12,1,N,LAN,SCIE,0
65247,afternoon,Tuesday,26,12,1,N,LAN,SCIE,0
65249,afternoon,Friday,29,12,1,N,LAN,SCIE,0
65250,afternoon,Saturday,30,12,1,N,LAN,SCIE,0
65253,afternoon,Thursday,7,12,0,N,LAN,SCIE,0
65254,afternoon,Friday,8,12,0,N,LAN,SCIE,0
65258,afternoon,Sunday,17,12,1,N,LAN,SCIE,0
65260,afternoon,Friday,22,12,1,N,LAN,SCIE,0
65263,afternoon,Friday,29,12,1,N,LAN,SCIE,0
65264,afternoon,Sunday,31,12,1,N,LAN,SCIE,0
65265,afternoon,Thursday,7,12,0,N,LAN,SCIE,0
65267,afternoon,Friday,15,12,1,N,LAN,SCIE,0
65270,night,Friday,1,12,0,N,LAN,SCIE,0
65271,afternoon,Saturday,2,12,0,N,LAN,SCIE,0
65273,afternoon,Tuesday,5,12,0,N,LAN,SCIE,0
65274,afternoon,Wednesday,6,12,0,N,LAN,SCIE,0
65275,afternoon,Sunday,10,12,0,N,LAN,SCIE,0
65276,afternoon,Tuesday,12,12,0,N,LAN,SCIE,0
65278,night,Friday,15,12,1,N,LAN,SCIE,0
65279,afternoon,Saturday,16,12,1,N,LAN,SCIE,0
65280,afternoon,Sunday,17,12,1,N,LAN,SCIE,0
65282,afternoon,Wednesday,20,12,1,N,LAN,SCIE,0
65283,night,Friday,22,12,1,N,LAN,SCIE,0
65284,afternoon,Tuesday,26,12,1,N,LAN,SCIE,0
65286,night,Friday,29,12,1,N,LAN,SCIE,0
65287,afternoon,Saturday,2,12,0,N,LAN,SCIE,0
65289,night,Thursday,7,12,0,N,LAN,SCIE,0
65290,night,Saturday,9,12,0,N,LAN,SCIE,0
65291,night,Sunday,10,12,0,N,LAN,SCIE,0
65293,night,Saturday,16,12,1,N,LAN,SCIE,0
65295,night,Wednesday,20,12,1,N,LAN,SCIE,0
65298,night,Thursday,28,12,1,N,LAN,SCIE,0
65300,night,Friday,1,12,0,N,LAN,SCIE,0
65303,night,Tuesday,5,12,0,N,LAN,SCIE,0
65304,night,Wednesday,6,12,0,N,LAN,SCIE,0
65305,night,Thursday,7,12,0,N,LAN,SCIE,0
65307,night,Monday,11,12,0,N,LAN,SCIE,0
65308,night,Tuesday,12,12,0,N,LAN,SCIE,0
65312,night,Monday,18,12,1,N,LAN,SCIE,0
65313,night,Tuesday,19,12,1,N,LAN,SCIE,0
65314,night,Wednesday,20,12,1,N,LAN,SCIE,0
65315,night,Thursday,21,12,1,N,LAN,SCIE,0
65316,night,Friday,22,12,1,N,LAN,SCIE,0
65317,night,Monday,25,12,1,N,LAN,SCIE,0
65318,night,Tuesday,26,12,1,N,LAN,SCIE,0
65319,night,Wednesday,27,12,1,N,LAN,SCIE,0
65320,night,Thursday,28,12,1,N,LAN,SCIE,0
65321,night,Friday,29,12,1,N,LAN,SCIE,0
65322,morning,Friday,1,12,0,N,LAN,SCQP,0
65324,morning,Sunday,3,12,0,N,LAN,SCQP,0
